Class	namco	Type	Descriptor	BaseId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	OverlayHeight	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight
Sucker	Sucker	MosquitoDemon	drains mana and stamina	25	1	0	MO	0	0	2	2	2	3	6	12	0	21	46	71	0	1	3	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	hth	2		4		40		40		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	8	0	60	50	60	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	206	34	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	96	0	9	47	106	243	21	7	17	40	10	17	40	0	0	0	39	196	250	1436	21	50	150	31	50	150	0	0	0	98	500	416	6458	38	90	329	56	90	329	0	0	0	92	0	0	1	93	0	0	1	93	0	0	1	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Feeder	Feeder	MosquitoDemon	drains mana and stamina	25	1	0	MO	0	0	2	2	2	3	6	12	0	23	48	73	0	2	3	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	hth	3		5		40		40		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	8	0	70	60	70	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	206	34	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	96	0	10	51	116	295	23	8	18	43	11	18	43	0	0	0	40	204	261	1644	22	52	156	33	52	156	0	0	0	101	514	428	7256	39	93	339	58	93	339	0	0	0	92	0	0	1	93	0	0	1	93	0	0	1	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BloodHook	BloodHook	MosquitoDemon	drains mana and stamina	25	1	0	MO	0	0	2	2	2	3	6	12	0	22	47	72	0	2	4	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	hth	4		6		40		40		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	8	0	80	70	80	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	206	34	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	96	0	10	49	111	268	22	7	17	42	11	17	42	0	0	0	39	200	256	1536	22	51	153	32	51	153	0	0	0	100	507	422	6845	39	92	334	57	92	334	0	0	0	92	0	0	1	93	0	0	1	93	0	0	1	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BloodWing	BloodWing	MosquitoDemon	drains mana and stamina	25	1	0	MO	0	0	2	2	2	3	6	12	0	24	49	74	0	3	4	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	hth	5		7		40		40		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	8	0	90	80	90	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	206	34	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	96	0	10	53	121	324	24	8	19	45	12	19	45	0	0	0	41	209	267	1759	23	53	160	33	53	160	0	0	0	102	521	434	7691	40	94	343	59	94	343	0	0	0	92	0	0	1	93	0	0	1	93	0	0	1	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gloam	Gloam	WillOWisp	drains mana	26	1	0	WW	0	0	2	2	2	3	15	15	0	21	46	71	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	40	cast freq	70	attack prob	50	approach	0		0		1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	4	7	0	40	2	9	120	65535	65535	65535	65535	65535	65535	320	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	6	0	0	53	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	40	0	0	50	0	0	40	0	0	70	0	0	50	0	0	100	0	0	2	1	0	0	0	0	0	1	0	0	0	96	0	19	38	106	241	21	5	21	40	0	0	0	0	0	0	81	158	250	1423	14	63	150	0	0	0	0	0	0	205	402	416	6403	25	115	329	0	0	0	0	0	0	76	86	92	0	76	89	93	0	76	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SwampGhost	SwampGhost	WillOWisp	drains mana	26	1	0	WW	0	0	2	2	2	3	15	15	0	23	48	73	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	50		80		40		0		0		1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	4	7	0	60	2	10	180	65535	65535	65535	65535	65535	65535	320	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	6	0	0	53	0	2	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	50	0	0	60	0	0	50	0	0	80	0	0	60	0	0	100	0	0	2	1	0	0	0	0	0	1	0	0	0	96	0	21	41	116	292	23	5	23	43	0	0	0	0	0	0	84	164	261	1630	14	66	156	0	0	0	0	0	0	211	413	428	7194	26	118	339	0	0	0	0	0	0	77	87	92	0	77	89	93	0	77	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
BurningSoul	BurningSoul	WillOWisp	drains mana	26	1	0	WW	0	0	2	2	2	3	15	15	0	26	51	76	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	60		85		35		0		0		1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	4	7	0	80	3	12	240	65535	65535	65535	65535	65535	65535	320	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	6	0	0	53	0	3	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	60	0	0	70	0	0	60	0	0	85	0	0	70	0	0	100	0	0	2	1	0	0	0	0	0	1	0	0	0	96	0	24	46	131	389	26	6	26	49	0	0	0	0	0	0	89	174	278	1996	15	70	166	0	0	0	0	0	0	220	430	446	8569	27	123	352	0	0	0	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
BlackSoul	BlackSoul	WillOWisp	drains mana	26	1	0	WW	0	0	2	2	2	3	15	15	0	28	53	78	0	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	70		90		30		0		0		1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	4	7	0	90	3	13	300	65535	65535	65535	65535	65535	65535	320	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	6	0	0	53	0	4	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	70	0	0	80	0	0	70	0	0	100	0	0	80	0	0	100	0	0	2	1	0	0	0	0	0	1	0	0	0	96	0	25	50	141	470	28	6	27	53	0	0	0	0	0	0	93	181	289	2286	16	73	173	0	0	0	0	0	0	225	441	457	9628	27	126	362	0	0	0	0	0	0	79	89	94	0	79	89	94	0	79	89	94	0	0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Arach	Arach	EvilSpiders		27	1	1	SP	0	0	3	3	1	2	6	6	0	11	36	61	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	45	attack freq	33	att1 vs att2	15	approach	75	heal level	25	runaway	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	5	2	3	1000	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	173	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	37	46	55	147	12	7	11	21	0	0	0	0	0	0	217	275	196	1116	29	47	117	0	0	0	0	0	0	606	768	358	5516	58	93	283	0	0	0	0	0	0	1	72	90	0	1	72	93	76	1	72	93	76	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SandFisher	SandFisher	EvilSpiders		27	1	0	SP	0	0	3	3	1	2	7	7	0	15	40	65	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	55		40		15		75		30		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	12	2	4	1000	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	173	0	2	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	96	0	48	61	75	210	16	9	15	29	0	0	0	0	0	0	241	305	218	1463	33	52	130	0	0	0	0	0	0	646	818	381	6964	62	99	302	0	0	0	0	0	0	1	73	91	0	1	73	93	77	1	73	93	77	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PoisonSpinner	PoisonSpinner	EvilSpiders		27	1	0	SP	0	0	3	3	1	2	8	8	0	21	46	71	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	65		45		20		75		35		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	5	0	33	3	5	1200	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	173	0	3	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	96	0	66	84	106	372	21	12	20	40	0	0	0	0	0	0	277	350	250	2196	37	60	150	0	0	0	0	0	0	705	893	416	9878	68	108	329	0	0	0	0	0	0	1	76	92	0	1	76	93	78	1	76	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FlameSpider	FlameSpider	EvilSpiders		27	1	0	SP	0	0	3	3	1	2	8	9	0	22	47	72	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	75		50		33		75		40		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	1	35	40	3	6	1500	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	173	0	4	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	96	0	69	88	111	410	22	13	21	42	0	0	0	0	0	0	282	358	256	2350	38	61	153	0	0	0	0	0	0	715	905	422	10471	69	110	334	0	0	0	0	0	0	1	76	92	0	1	76	93	78	1	76	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SpiderMagus	SpiderMagus	EvilSpiders		27	1	0	SP	0	0	3	3	1	2	8	11	0	23	48	73	0	4	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	75		55		20		75		45		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	5	0	50	4	6	3000	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	173	0	5	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	96	0	72	91	116	451	23	14	22	43	0	0	0	0	0	0	288	365	261	2514	39	62	156	0	0	0	0	0	0	725	918	428	11099	70	111	339	0	0	0	0	0	0	1	77	92	0	1	77	93	79	1	77	93	79	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ThornedHulk	ThornedHulk	ThornedHulk	stun attack	28	1	0	TH	0	0	3	3	3	3	3	3	0	21	46	71	0	1	3	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	5	0	hth	80		15		10		30		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	5	9	0	100	0	0	7	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	215	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	96	0	67	109	106	403	21	12	20	40	10	20	40	0	0	0	280	455	250	2379	36	60	150	31	61	150	0	0	0	714	1160	416	10699	65	108	329	56	111	329	0	0	0	1	76	92	0	1	76	93	78	1	76	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BrambleHulk	BrambleHulk	ThornedHulk	stun attack	28	1	0	TH	0	0	3	3	3	3	3	3	0	22	47	72	0	2	3	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	5	0	hth	85		25		10		40		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	5	9	0	100	0	0	7	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	215	0	2	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	96	0	70	114	111	444	22	13	21	42	11	21	42	0	0	0	286	465	256	2545	37	61	153	32	62	153	0	0	0	724	1177	422	11341	66	110	334	57	112	334	0	0	0	1	76	92	0	1	76	93	78	1	76	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thrasher	Thrasher	ThornedHulk	stun attack	28	1	0	TH	0	0	3	3	3	3	3	3	0	23	48	73	0	2	4	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	5	0	hth	90		40		10		50		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	5	9	0	100	0	0	7	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	215	0	3	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	96	0	73	119	116	488	23	13	22	43	11	22	43	0	0	0	292	475	261	2723	38	62	156	33	64	156	0	0	0	734	1193	428	12021	67	111	339	58	114	339	0	0	0	1	77	92	0	1	77	93	79	1	77	93	79	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spikefist	Spikefist	ThornedHulk	stun attack	28	1	0	TH	0	0	3	3	3	3	3	3	0	27	52	77	0	3	5	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	5	0	hth	100		50		10		55		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	5	9	0	100	0	0	7	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	215	0	4	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	96	0	85	138	136	715	27	15	25	51	13	25	51	0	0	0	316	514	283	3570	41	67	169	35	69	169	0	0	0	774	1258	451	15177	71	117	357	61	120	357	0	0	0	1	79	92	0	1	79	93	0	1	79	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GhoulLord	GhoulLord	Vampire	steals life	29	1	0	VA	0	0	2	2	3	2	6	6	0	19	44	69	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	55		20		24		0		3	spells	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	4	4	0	60	5	15	30	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	3	0	0	169	0	2	170	0	2	171	0	2	183	0	1	0	0	0	255	138	0	30	0	0	0	50	0	30	0	0	0	50	50	30	0	0	0	75	50	4	0	1	0	0	0	0	0	1	0	0	96	0	61	84	95	299	19	6	15	36	0	0	0	0	0	0	268	369	240	1865	20	48	143	0	0	0	0	0	0	694	954	405	8548	37	88	320	0	0	0	0	0	0	75	85	92	0	75	89	93	78	75	89	93	78	20	1	xxx	xxx	1	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NightLord	NightLord	Vampire	steals life	29	1	0	VA	0	0	2	2	3	2	7	7	0	23	48	73	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	65		25		25		0		5	spells	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	4	4	0	65	6	9	30	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	3	0	0	169	0	3	170	0	3	171	0	3	183	0	1	0	0	0	255	138	0	40	0	0	0	50	0	40	0	0	0	50	50	40	0	0	0	75	50	3	0	1	0	0	0	0	0	1	0	0	96	0	73	100	116	438	23	8	18	43	0	0	0	0	0	0	292	402	261	2445	22	52	156	0	0	0	0	0	0	734	1009	428	10792	39	93	339	0	0	0	0	0	0	77	87	92	0	77	89	93	79	77	89	93	79	0	1	xxx	xxx	1	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DarkLord	DarkLord	Vampire	steals life	29	1	0	VA	0	0	2	2	3	2	7	7	0	24	49	74	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	76		30		26		0		7	spells	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	4	4	0	70	7	10	30	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	3	0	0	169	0	4	170	0	4	171	0	4	183	0	1	0	0	0	255	138	0	50	0	0	0	50	0	50	0	0	0	50	50	50	0	0	0	75	50	4	0	1	0	0	0	0	0	1	0	0	96	0	76	105	121	482	24	8	19	45	0	0	0	0	0	0	298	410	267	2616	23	53	160	0	0	0	0	0	0	744	1023	434	11439	40	94	343	0	0	0	0	0	0	77	87	92	0	77	89	93	79	77	89	93	79	0	1	xxx	xxx	1	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BloodLord	BloodLord	Vampire	steals life	29	1	0	VA	0	0	2	2	3	2	8	8	0	25	50	75	0	2	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	85		35		27		0		7	spells	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	4	4	0	75	8	11	30	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	5	0	0	169	0	5	170	0	5	171	0	5	183	0	1	0	0	0	255	0	0	60	0	0	0	50	0	60	0	0	0	50	50	60	0	0	0	75	50	5	0	1	0	0	0	0	0	1	0	0	96	0	79	109	126	530	25	8	19	47	0	0	0	0	0	0	304	418	272	2799	23	54	163	0	0	0	0	0	0	754	1037	440	12126	40	95	348	0	0	0	0	0	0	78	88	92	0	78	89	93	79	78	89	93	79	0	1	xxx	xxx	1	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Banished	Banished	Vampire	steals life	29	1	1	VA	0	0	2	2	3	2	9	9	0	12	37	62	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	85		40		28		0		1	spells	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	4	4	0	55	4	7	30	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	3	0	0	169	0	1	170	0	1	171	0	1	183	0	1	0	0	0	255	138	0	20	0	0	0	50	0	20	0	0	0	50	50	20	0	0	0	75	50	3	0	1	0	0	0	0	0	1	0	0	96	0	40	55	60	154	13	4	10	23	0	0	0	0	0	0	226	311	201	1161	17	40	121	0	0	0	0	0	0	624	858	363	5685	34	79	288	0	0	0	0	0	0	72	82	90	0	72	89	93	76	72	89	93	76	0	1	xxx	xxx	1	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DesertWing	DesertWing	BatDemon	shocking hit	30	1	0	BT	0	0	2	2	2	3	7	7	0	15	40	65	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	5		25		0		15		0		1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	5	2	1	65	7	10	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	96	0	14	48	75	151	16	7	10	29	0	0	0	0	0	0	70	241	218	1054	24	35	130	0	0	0	0	0	0	188	646	381	5015	46	66	302	0	0	0	0	0	0	1	91	0	0	1	93	0	0	1	93	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Fiend	Fiend	BatDemon	shocking hit	30	1	0	BT	0	0	2	2	2	3	8	8	0	19	44	69	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	5		50		0		15		0		1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	5	2	1	70	8	12	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	96	0	18	60	95	222	19	8	12	36	0	0	0	0	0	0	77	265	240	1381	26	38	143	0	0	0	0	0	0	200	685	405	6332	48	70	320	0	0	0	0	0	0	1	91	0	0	1	93	0	0	1	93	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Gloombat	Gloombat	BatDemon	shocking hit	30	1	0	BT	0	0	2	2	2	3	9	9	0	22	47	72	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	5		50		0		15		0		1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	5	2	1	75	9	14	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	96	0	20	69	111	295	22	9	14	42	0	0	0	0	0	0	82	282	256	1692	28	41	153	0	0	0	0	0	0	208	715	422	7541	50	73	334	0	0	0	0	0	0	1	92	0	0	1	93	0	0	1	93	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
